Country,2005 Sales,2006 Sales,2007 Sales,2008 Sales,2009 Sales,2010 Sales,2011 Sales,2012 Sales,2013 Sales,2014 Sales,2015 Sales,2016 Sales,2017 Sales,2018 Sales,2019 Sales,2020 Sales,2021 Sales,2022 Sales,Total Sales,Average Sales,Growth 2005-2006,Growth 2006-2007,Growth 2007-2008,Growth 2008-2009,Growth 2009-2010,Growth 2010-2011,Growth 2011-2012,Growth 2012-2013,Growth 2013-2014,Growth 2014-2015,Growth 2015-2016,Growth 2016-2017,Growth 2017-2018,Growth 2018-2019,Growth 2019-2020,Growth 2020-2021,Growth 2021-2022
Thailand,178291.0,184544.0,172321.0,226805.0,230037.0,346644.0,360441.0,660214.0,631225.0,369826.0,356063.0,328053.0,665871.0,729709.0,468638.0,343494.0,312200.0,343349.0,6907725.0,383762.5,3.5071876875445196,-6.623352696375933,31.617736665873576,1.4250126760873878,50.690541086868635,3.980164087651885,83.16839649207498,-4.390849027739491,-41.41138262901501,-3.721479831055686,-7.866585407638536,102.97665316275113,9.587142254280485,-35.77741263983314,-26.70376708674926,-9.11049392420246,9.977258167841127
Netherlands,465196.0,483999.0,504300.0,499980.0,387699.0,482531.0,555812.0,502544.0,416717.0,387569.0,449350.0,382825.0,414306.0,443531.0,446057.0,357996.0,324336.0,313609.0,7818357.0,434353.1666666667,4.041952209391311,4.19443015378131,-0.8566329565734683,-22.457098283931355,24.460212690772998,15.186796288735854,-9.5838161104834,-17.07850456875418,-6.994675043254775,15.940645407656442,-14.804717925892957,8.223339646052374,7.053964943785511,0.569520507022057,-19.742095741127255,-9.402339690946269,-3.3073726012530216
Chile,140000.0,140000.0,180000.0,181523.0,130753.0,212336.0,245116.0,257013.0,286588.0,256160.0,212023.0,228909.0,276785.0,315326.0,260683.0,194128.0,304045.0,313589.0,4134977.0,229720.94444444444,0.0,28.57142857142857,0.8461111111111111,-27.96890752136093,62.39474428884997,15.437796699570491,4.853620326702459,11.507200024901463,-10.617332198138094,-17.2302467207995,7.964230295769799,20.91486136412286,13.924526256841954,-17.32904993562218,-25.531008926550637,56.620889310145884,3.1390090282688417
Sweden,274301.0,282766.0,306794.0,253982.0,213408.0,289684.0,304984.0,279899.0,269599.0,303948.0,345108.0,372318.0,379393.0,353729.0,356036.0,292024.0,301006.0,288087.0,5467066.0,303725.8888888889,3.0860259350129966,8.497485553425802,-17.214156730574913,-15.975147845122883,35.7418653471285,5.281617210477624,-8.2250216404795,-3.679898820646019,12.740774261032126,13.541790043033677,7.88448833408672,1.9002573069258,-6.764489592586052,0.6521941938602716,-17.979080767113437,3.075774593868997,-4.291941024431407
Vietnam,24888.0,23335.0,40115.0,50877.0,62722.0,57778.0,64564.0,44070.0,59857.0,79813.0,117288.0,159501.0,152799.0,197752.0,229539.0,215908.0,207693.0,283352.0,2071851.0,115102.83333333333,-6.2399549983928,71.90914934647526,26.827869874111926,23.281640033807026,-7.882401709129174,11.74495482709682,-31.7421473266836,35.82255502609485,33.339459044055,46.953503815167956,35.99089420912625,-4.201854533827374,29.419695155073004,16.074173712528825,-5.93842440718135,-3.8048613298256666,36.428285979787475
Argentina,290648.0,336296.0,422230.0,452539.0,373231.0,522591.0,673853.0,596397.0,684379.0,432696.0,480952.0,525757.0,663550.0,610943.0,282299.0,223438.0,241619.0,260876.0,8074294.0,448571.8888888889,15.705595772205555,25.553084187739373,7.17831513630012,-17.52511938197592,40.018112107515186,28.944623998499786,-11.494495090175453,14.752253951646303,-36.77538323063683,11.152402610608835,9.315898468038391,26.208495559735773,-7.9281139326350685,-53.792907030606784,-20.850587497653198,8.136932840430006,7.969985804096533
Canada,847436.0,858826.0,841585.0,872720.0,729023.0,694349.0,681956.0,748530.0,755615.0,760449.0,712322.0,661088.0,639824.0,577711.0,496846.0,318750.0,320605.0,258483.0,11776118.0,654228.7777777778,1.3440543002657428,-2.007507923607343,3.6995668886684054,-16.465418461820516,-4.756228541486345,-1.784837308039617,9.762213397931832,0.9465218494916704,0.639743784863985,-6.328761034599297,-7.192533713685664,-3.2165158042499633,-9.707825902123083,-13.997483170651071,-35.845312229543964,0.5819607843137254,-19.376491321096054
Israel,130000.0,130000.0,200000.0,170000.0,160000.0,200000.0,210000.0,190000.0,200000.0,228000.0,247300.0,276900.0,271134.0,257465.0,239671.0,202366.0,272646.0,257743.0,3843225.0,213512.5,0.0,53.84615384615385,-15.0,-5.88235294117647,25.0,5.0,-9.523809523809524,5.263157894736842,14.000000000000002,8.464912280701755,11.96926809543065,-2.0823401950162514,-5.041418634328413,-6.911230652710076,-15.565087140288144,34.729154106915196,-5.466062219874856
Philippines,35063.0,38131.0,41107.0,44313.0,46111.0,59623.0,57768.0,64165.0,76822.0,90287.0,116381.0,133188.0,295459.0,252848.0,258555.0,153833.0,180642.0,226403.0,2170699.0,120594.38888888889,8.749964349884493,7.804673362880596,7.799158294207799,4.0575000564168535,29.30320314024853,-3.1112154705398924,11.073604763883118,19.725707161224967,17.52753117596522,28.901170711176583,14.441360703207568,121.83605129591255,-14.421967176494876,2.2570872619122953,-40.50279437643828,17.427340037573213,25.332425460302698
Switzerland,266770.0,269421.0,284674.0,288525.0,266018.0,294239.0,318958.0,328139.0,307885.0,301942.0,323783.0,317318.0,311996.0,299135.0,311466.0,236828.0,238481.0,226006.0,5191584.0,288421.3333333333,0.9937399257787607,5.66139981664384,1.3527754554332325,-7.800710510354389,10.608680615597441,8.40099374997876,2.8784354052884704,-6.172384263985689,-1.93026617081053,7.2335084221473,-1.9967076714960328,-1.6771818806370895,-4.122168232926063,4.122219064970666,-23.963450264234297,0.6979749016163629,-5.23102469379112
Austria,307915.0,308594.0,298182.0,293697.0,319403.0,328563.0,356145.0,336010.0,319035.0,303318.0,308555.0,329604.0,353320.0,341068.0,320381.0,257721.0,239803.0,215050.0,5536364.0,307575.77777777775,0.22051540197781855,-3.3740124564962377,-1.5041149365152826,8.75255790832048,2.867850333278022,8.394737082386026,-5.653596147636496,-5.051932978185173,-4.926418731487141,1.726570793688472,6.821798382784268,7.195301027900147,-3.4676780255858715,-6.06535940047146,-19.5579637993514,-6.952479619433419,-10.3222228245685
Colombia,120000.0,160000.0,200000.0,180000.0,170000.0,250000.0,250000.0,240000.0,238800.0,265100.0,236800.0,215700.0,206336.0,220088.0,220581.0,85282.0,200914.0,208160.0,3667761.0,203764.5,33.33333333333333,25.0,-10.0,-5.555555555555555,47.05882352941176,0.0,-4.0,-0.5,11.013400335008376,-10.675216899283289,-8.910472972972974,-4.34121464997682,6.664857320099256,0.2240013085674821,-61.337558538586734,135.58781454468703,3.6065182117722014
Czechia,151699.0,156686.0,174456.0,182554.0,167708.0,169580.0,173595.0,174009.0,164736.0,192314.0,230857.0,259693.0,271595.0,261437.0,249915.0,202971.0,206876.0,192087.0,3582768.0,199042.66666666666,3.287431031186758,11.341153644869356,4.64185811895263,-8.132388224854017,1.116225821069955,2.367614105436962,0.23848613151300438,-5.329034705101461,16.740724553224553,20.041702632153665,12.490849313644377,4.583103895753832,-3.7401277637659014,-4.407180314951595,-18.783986555428847,1.923920165935035,-7.148726773526171
Pakistan,141326.0,160256.0,159457.0,127863.0,94437.0,130038.0,140184.0,136026.0,121122.0,123950.0,182231.0,177222.0,203314.0,217392.0,162689.0,104387.0,198921.0,188318.0,2769133.0,153840.72222222222,13.39456292543481,-0.49857727635782745,-19.81349203860602,-26.14204265502921,37.69814797166365,7.802334702163982,-2.9661016949152543,-10.956728860658991,2.3348359505292184,47.01976603469141,-2.7487090560881517,14.72277708185214,6.924264930108108,-25.16329947744167,-35.83647327108778,90.56108519260061,-5.330256735085788
Norway,109907.0,109164.0,129195.0,110617.0,98675.0,127754.0,138345.0,137967.0,142151.0,144202.0,150686.0,154603.0,158650.0,147929.0,133964.0,124424.0,176276.0,174329.0,2468838.0,137157.66666666666,-0.6760260947892308,18.34945586457074,-14.37981346027323,-10.795808962456043,29.46947048391183,8.290151384692455,-0.2732299685568687,3.032609247138809,1.4428319181715217,4.49647022926173,2.5994452039340086,2.6176723608209413,-6.757642609517807,-9.440339622386414,-7.121316174494641,41.6736320967016,-1.1045179150877034
Ua Emirates,137000.0,150000.0,135000.0,191544.0,90238.0,136979.0,193268.0,211500.0,206700.0,206700.0,214000.0,166400.0,0.0,0.0,198520.0,129901.0,156780.0,171414.0,2695944.0,149774.66666666666,9.48905109489051,-10.0,41.88444444444445,-52.88915340600593,51.79746891553447,41.093160265442144,9.433532711054081,-2.269503546099291,0.0,3.531688437348815,-22.242990654205606,-100.0,0.0,19852000.0,-34.56528309490228,20.691911532628694,9.334098737083812
Portugal,206488.0,194702.0,201816.0,213389.0,161013.0,223464.0,153404.0,95309.0,105921.0,142826.0,178503.0,207345.0,222129.0,228327.0,223799.0,145417.0,149740.0,156304.0,3209896.0,178327.55555555556,-5.707837743597691,3.653788867089193,5.734431363221945,-24.544845329421854,38.786309180004096,-31.351806107471447,-37.87059007587808,11.134310505828411,34.84200489043721,24.979345497318413,16.157711635098572,7.130145409824205,2.790270518482503,-1.9831206996982396,-35.0233915254313,2.9728298617080533,4.383598236944036
Uzbekistan,28500.0,31100.0,31700.0,43000.0,45000.0,43500.0,48000.0,45000.0,45500.0,46000.0,46000.0,43900.0,46000.0,47500.0,147827.0,146250.0,138377.0,153750.0,1176904.0,65383.555555555555,9.12280701754386,1.929260450160772,35.646687697160885,4.651162790697675,-3.3333333333333335,10.344827586206897,-6.25,1.1111111111111112,1.098901098901099,0.0,-4.565217391304348,4.783599088838269,3.260869565217391,211.21473684210525,-1.0667875286652642,-5.383247863247863,11.109505192336877
Denmark,148819.0,156936.0,162686.0,150199.0,112454.0,153858.0,170036.0,170763.0,182086.0,189055.0,207717.0,222924.0,221821.0,218566.0,225581.0,198130.0,185324.0,148293.0,3225248.0,179180.44444444444,5.454276671661549,3.66391395218433,-7.675522171545185,-25.12999420768447,36.818610276201824,10.514890353442786,0.4275565174433649,6.630827521184332,3.8273123688806385,9.871201502208352,7.321018501133754,-0.49478746119753814,-1.467399389597919,3.2095568386665816,-12.16902132715078,-6.46343309948014,-19.981761671451082
Morocco,56183.0,75295.0,90941.0,102095.0,93761.0,91119.0,99727.0,117818.0,108177.0,109649.0,120875.0,152324.0,155306.0,163223.0,148354.0,117046.0,154284.0,143265.0,2099442.0,116635.66666666667,34.017407400815195,20.779600239059697,12.265094951671964,-8.162985454723541,-2.8178027111485586,9.446986907231203,18.14052362950856,-8.182960158889134,1.3607328729766954,10.238123466698283,26.01778697001034,1.9576691788555973,5.097678132203521,-9.109623031067926,-21.103576580341617,31.814842027920648,-7.142023800264448
Egypt,94538.0,132373.0,179149.0,203729.0,158926.0,192848.0,210300.0,222700.0,220000.0,273500.0,258400.0,214800.0,100533.0,145873.0,127443.0,167792.0,215072.0,133857.0,3251833.0,180657.38888888888,40.020943959042924,35.33651122207701,13.720422664932542,-21.99146905938772,21.344525124900898,9.04961420393263,5.896338563956252,-1.21239335428828,24.31818181818182,-5.521023765996344,-16.873065015479877,-53.19692737430167,45.09961903056708,-12.634277762162977,31.660428583759014,28.177743873367028,-37.761772801666424
Romania,214967.0,247411.0,312533.0,285506.0,116016.0,94441.0,81709.0,66436.0,57710.0,82809.0,98325.0,115004.0,105083.0,129004.0,161562.0,126351.0,120804.0,127948.0,2543619.0,141312.16666666666,15.09254908892993,26.32138425534839,-8.647726800049915,-59.364776922376414,-18.596572886498414,-13.481432852256964,-18.691943359972583,-13.13444518032392,43.49159591058742,18.73709379415281,16.963132468853292,-8.626656464122986,22.763910432705575,25.23797711698862,-21.794110001114124,-4.390151245340362,5.913711466507731
Peru,14231.0,20061.0,28430.0,55312.0,48775.0,73858.0,93055.0,128295.0,139453.0,140363.0,137039.0,133671.0,134623.0,115441.0,115241.0,81496.0,111436.0,118915.0,1689695.0,93871.94444444444,40.966903239406925,41.717760829470116,94.555047485051,-11.818411917847845,51.42593541773449,25.991767987218715,37.87007683627962,8.697143302544916,0.6525496045262561,-2.3681454514366322,-2.4576945249162647,0.7121963627114333,-14.248679646122877,-0.17324867248204712,-29.282113136817628,36.73799941101404,6.711475645213397
New Zealand,77825.0,76804.0,77454.0,73397.0,54404.0,62029.0,63471.0,76871.0,82433.0,90131.0,94964.0,102514.0,107951.0,107674.0,103610.0,80433.0,111299.0,116334.0,1559598.0,86644.33333333333,-1.3119177642145838,0.8463100880162491,-5.237947685077595,-25.877079444663952,14.015513565179031,2.32471908300956,21.112003907296245,7.235498432438761,9.338493079227979,5.362195027238132,7.950381197085211,5.303665840763213,-0.2565979008994822,-3.774355926221743,-22.369462407103562,38.37479641440702,4.523850169363606
Hungary,198982.0,187676.0,171661.0,153278.0,60189.0,43476.0,45094.0,53059.0,56139.0,67476.0,77171.0,96552.0,116265.0,136601.0,157900.0,128021.0,121920.0,111524.0,1982984.0,110165.77777777778,-5.681920977776884,-8.533323387113963,-10.708897186897431,-60.73213377001265,-27.76753227333898,3.721593522863189,17.663103738856613,5.804858742154959,20.194517180569658,14.368071610646748,25.114356429228597,20.416977380064626,17.491076420246852,15.59212597272348,-18.92273590880304,-4.765624389748557,-8.526902887139109
Greece,269728.0,267669.0,279745.0,267295.0,219730.0,141501.0,97680.0,58482.0,58694.0,71218.0,75805.0,78873.0,88083.0,103431.0,114109.0,80977.0,100916.0,105283.0,2479219.0,137734.38888888888,-0.7633616087317594,4.5115422406031325,-4.450481688680763,-17.7949456592903,-35.60233013243526,-30.968685733669727,-40.12899262899263,0.36250470230156284,21.33778580434116,6.4407874413771795,4.047226436250908,11.676999733749192,17.424474643234223,10.3237907397202,-29.035395981035677,24.623041110438766,4.327361369852154
Ireland,171742.0,178484.0,186325.0,151607.0,57453.0,88446.0,89911.0,79498.0,74367.0,96284.0,124804.0,146600.0,131332.0,125557.0,117109.0,88324.0,104669.0,105253.0,2117765.0,117653.61111111111,3.925655925749089,4.393110867080523,-18.633033677713673,-62.103992559710306,53.94496370946686,1.6563779029012053,-11.581452769961405,-6.454250421394249,29.471405327631878,29.62070541315276,17.46418384026153,-10.414733969986358,-4.397252763987452,-6.7284181686405375,-24.5796650983272,18.50572890720529,0.5579493450782944
Ecuador,54342.0,58900.0,58334.0,69556.0,60596.0,90250.0,94297.0,80644.0,74169.0,78495.0,52101.0,44816.0,94635.0,105046.0,97572.0,61746.0,86740.0,100069.0,1362308.0,75683.77777777778,8.387619152773178,-0.9609507640067911,19.237494428635102,-12.881706826154465,48.93722357911413,4.484210526315789,-14.47872148636754,-8.029115619264918,5.832625490434009,-33.625071660615326,-13.982457150534538,111.16342377722242,11.001215195223754,-7.114978200026655,-36.71750092239577,40.47873546464548,15.36661286603643
